PO_ID,PO_STATUS,TO_CHAR(A.PO_DT,'YYYY-MM-DD'),VENDOR_ID,NAME1,SUM(B.MERCHANDISE_AMT),LINE_NBR,CATEGORY_ID,TO_CHAR(A.ACTIVITY_DATE,'YYYY-MM-DD'),DESCR254_MIXED,CNTRCT_ID,ACCOUNT,DEPTID,FUND_CODE,USER_CHAR3,SETID
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,6.7,84,12761,2015-05-01,Workmans Comp Excess - Office of compliance, ,73101,313201,4051,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,6.87,83,12761,2015-05-01,Workmans comp Excess - Sanitary Sewers Admin, ,73101,303401,4051,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,2.26,82,12761,2015-05-01,Workmans comp Excess - Street Maintenance & Const, ,73101,303301,4051,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,7.62,81,12761,2015-05-01,Workmans Comp Excess - Engineering Admin, ,73101,303201,4051,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,27.63,80,12761,2015-05-01,Workmans Comp Excess - Storm Water Fee, ,73101,202604,4051,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.5,79,12761,2015-05-01,Workmans Comp Excess - Office of Comp, ,73101,313201,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,1.17,78,12761,2015-05-01,Workmans Comp Excess - Environmental Quality Admin, ,73101,313101,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,2.51,77,12761,2015-05-01,Workmans Comp Excess - Traffic Eng Admin, ,73101,303601,1115,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,10.22,76,12761,2015-05-01,Workmans Comp Excess - solid Waste Admin, ,73101,303501,1115,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,909.25,75,12761,2015-05-01,Workman's comp Excess - Sanitary Sewers Admin, ,73101,303401,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,9.3,74,12761,2015-05-01,Workmans Comp Excess - Engineering Administration, ,73101,303201,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.25,73,12761,2015-05-01,Workmans comp - Public Works comm ofc, ,73101,313101,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.33,72,12761,2015-05-01,Workman's comp Excess - Purchasing Administration, ,73101,202801,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,59.2,71,12761,2015-05-01,Workman's comp Excess - Revenue Administration, ,73101,202601,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,1.51,70,12761,2015-05-01,Workmans Comp - Applications, ,73101,202503,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.5,69,12761,2015-05-01,Workmans Comp Excess - Law Administration, ,73101,194101,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.08,68,12761,2015-05-01,Workmans Comp Excess - Employee Insurance Prog, ,73101,160504,4002,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.42,67,12761,2015-05-01,Workmans comp Excess - Bldg. Maint, ,73101,707501,1115,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,7.7,66,12761,2015-05-01,Workmans comp Excess - Office of Compliance, ,73101,313201,1115,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,8.37,65,12761,2015-05-01,Workmans Comp - Environmental Quality Admin, ,73101,313101,1115,,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.33,64,12761,2015-05-01,Workmans Comp Excess - Traffic Engineering Admin, ,73101,303601,1115,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,3.03,63,13360,2015-07-10,3M Post-It® Labeling and Cover-Up Tape, 2-Line, 1/3" x 700",33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,553.35,63,12761,2015-05-01,Workmans Comp Excess  - Solid Waste, ,73101,303501,1115,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,4,62,13360,2015-07-10,Pad, Sticky Notes, Staples Stickies 3 x 3 Assorted Bold Pop-Up Notes, 6/Pack,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,26.29,62,12761,2015-05-01,Workmans' comp Excess - Street Maint.& Construction, ,73101,303301,1115,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,4.41,61,13360,2015-07-10,Pad, Post-It 1-1/2" x 2" Canary Yellow Notes, 12/Pack,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,1.67,61,12761,2015-05-01,Workmans comp Excess - Public Works Comm, ,73101,313101,1115,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,6,60,13360,2015-07-10,Binder, 1" Economy View Binder with Round Rings, Black, 220-,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.67,60,12761,2015-05-01,Workmans comp Excess - Applications, ,73101,202503,1115,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,2.76,59,13360,2015-07-10,Pad, Notebook, Ampad Evidence  Top-Opening 1-Subject Notebook, White, College Ruled, 8 1/2" x 11 3/4", 80 Sheets,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.08,59,12761,2015-05-01,Workmans Comp Excess - Employee Insurance Prog, ,73101,160504,1115,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,33.5,58,13360,2015-07-10,Steno Pad, Staples Steno Notebooks, White, Gregg Ruling, 6" x 9", 80 Sheets,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,4.86,58,12761,2015-05-01,Workmans Comp Excess - Communications, ,73101,160301,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,9.93,57,13360,2015-07-10,Pilot G2® Premium Retractable Gel Ink Rolling Ball Pens, Fin,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,595.48,57,12761,2015-05-01,Workmans Comp Excess - Park Administration, ,73101,707601,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,2.97,56,13360,2015-07-10,Rubberbands,  Staples, #16, 1 pound,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,113.72,56,12761,2015-05-01,Workmans Comp  Excess - Bldg Maint, ,73101,707501,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,2.97,55,13360,2015-07-10,Rubberbands,  Staples, #32, 1 pound,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,142.86,55,12761,2015-05-01,Workmans Comp Excess - Fleet Services Operations, ,73101,707201,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,2.97,54,13360,2015-07-10,Rubberbands,  Staples, #64, 1 pound,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,2.85,54,12761,2015-05-01,Workmans Comp Excess - Fleet & Facilities Admin, ,73101,707201,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,8.04,53,13360,2015-07-10,Scissor, Acme We Stcott  Titanium Ultra Smooth ExtremEdge Scissor, 9",33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,295.02,53,12761,2015-05-01,Workman's Comp Excess - General Srvc comm, ,73101,707101,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,3.8,52,13360,2015-07-10,Pens, Staples  Sonix Gel Retractable Pens, Medium Point, 0.7 mm, Black Ink/Black Barrel, 12/Pk,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,37.35,52,12761,2015-05-01,Workmans Comp Excess - Youth Service Admin, ,73101,606501,1101,,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,7.8,51,13360,2015-07-10,Pens, Pilot  G-2 Retractable Gel-Ink, Fine Point, Black, Dozen,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,60.04,51,12761,2015-05-01,Workmans Comp Excess - Family Services Admin, ,73101,606401,1101,,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,16.25,50,12842,2015-07-13,Sharpie® Accent® Highlighters, Fluorescent Yellow, Dozen,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,3.14,50,13360,2015-07-10,Staples® Stickies¿ Self-Stick Removable Notes, Blank, Yellow,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,12.39,50,12761,2015-05-01,Workmans Comp Excess - Adult & Tenant Services, ,73101,606201,1101,,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,123.49,49,07219,2015-07-13,Western Digital My Passport Ultra 2TB Portable Hard Drive, Black,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,1.43,49,13360,2015-07-10,Staples® Plastic Pushpins, Clear, 100/Pk,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,38.19,49,12761,2015-05-01,workmans comp excess - social social srv, ,73101,606101,1101,,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,22.98,48,12842,2015-07-13,Pilot G2 Retractable Pens, Fine Point, Assorted Fashion Colors, 5/Pack,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,12.23,48,13360,2015-07-10,Duracell® CopperTop¿ D Batteries, 8/Pk,33-2014B,75101,160705,3160, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,49.57,48,12761,2015-05-01,workmans comp excess - building inspection, ,73101,505901,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,997.5,47,12362,2015-11-18,Pizza Slice 96/cs,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,10.69,47,12842,2015-07-13,ACCUSTAMP 2¿ Two-Color Pre-Inked Shutter Stamps with Microban® Protection, "Copy", Red/Blue,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,0.47,47,13360,2015-07-10,Pencils, Staples  Yellow Pencils, No. 2, Soft, 12/Pk,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,89.5,47,12362,2015-07-13,Deli wrap 12X10 3/4 - 500 ct,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,997.5,47,12362,2015-07-13,Pizza Slice 96/cs,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,18.93,47,12761,2015-05-01,Workmans Comp Excess - Code Enforcement, ,73101,505801,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,43.95,46,12362,2015-11-18,Hynap Napkins¿ Disp 332-01 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,349.5,46,12362,2015-11-13,Food tray 2# Red/White 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,10.69,46,12842,2015-07-13,ACCUSTAMP 2¿ Two-Color Pre-Inked Shutter Stamps with Microban® Protection, "Void", Red/Blue,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,4.15,46,13360,2015-07-10,Pencils, Staples  Grip Mechanical Pencils, Black Barrel with Assorted Grips, 12/Pk,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,11.8,46,12362,2015-07-13,Salt 4# box,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,43.95,46,12362,2015-07-13,Hynap Napkins¿ Disp 332-01 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,1355.16,46,12761,2015-05-01,Workmans comp Excess - Fire Admin, ,73101,505701,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,34.95,45,12362,2015-11-18,half size steam table pans 100 cs,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,29.5,45,12362,2015-11-13,Straws unwrapped 300 cs,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,91.12,45,12842,2015-07-13,DYMO LabelWriter® Clear Address Labels, 1 1/8" x 3 1/2", 130/Roll, 1 Roll,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,6.37,45,13360,2015-07-10,PaperPaper, Wausau Paper Astrobrights , 8 1/2" x 11", LETTER-size, 24 lb., Lift-Off Lemon, 500 Sheets/Rm,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,65.7,45,12362,2015-07-13,ind. Mustard French's 500 cs,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,34.95,45,12362,2015-07-13,half size steam table pans 100 cs,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,9.71,45,12761,2015-05-01,Workmans Comp Excess - e-911 admin, ,73101,505601,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,279.6,44,12362,2015-11-18,Food tray 2# Red/White 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,494.25,44,12362,2015-11-13,Liquid cooking oil 35#,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,49.99,44,09172,2015-07-13,Magna Cart Elite hand Truck,33-2014B,75801,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,22.5,44,13360,2015-07-10,Pads, Writing, Wide Ruled, 12/Pack, Staples, 8-1/2" x 11-3/4", White, Perforated,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,1997.5,44,12362,2015-07-13,Pizza (ind. Tony¿s Round) 24/cs,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,349.5,44,12362,2015-07-13,Food tray 2# Red/White 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,2089.65,44,12761,2015-05-01,Workmans comp Excess - Police, ,73101,505501,1101,,SHARE
LF00123969,C,2015-02-24,0000024756,SERVICEWEAR APPAREL INC,37.67,44,12290,2015-04-02,HS25213BK HORACE SMALL BLACK CARGO WOMENS SIZE 8 INSEAM 32,MA-758-1100001045,75601,505801,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,63.9,43,12362,2015-11-18,Paper Towel Roll 2 ply 30 ct,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,65.95,43,12362,2015-11-13,Foodservice  towels 150 ct Brawney,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,123.49,43,12842,2015-07-13,Dymp label Writer 450 Turbo Label Printer,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,3.06,43,13360,2015-07-10,Pads, Writing, Staples  Perforated Writing Pads, Narrow Ruled, White, 5" x 8", 50 Sheets/Pad, 12/Pk,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,167.7,43,12362,2015-07-13,ind. Hunts¿ ketchup 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,63.9,43,12362,2015-07-13,Paper Towel Roll 2 ply 30 ct,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,949.7,43,12761,2015-05-01,Workmans Com Excess - Comm Corr Admin, ,73101,505401,1101,,SHARE
LF00123969,C,2015-02-24,0000024756,SERVICEWEAR APPAREL INC,37.67,43,12290,2015-04-02,HS25213BK HORACE SMALL BLACK CARGO WOMENS SIZE 10 INSEAM 32,MA-758-1100001045,75601,505801,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,89.5,42,12362,2015-11-18,Deli wrap 12X10 3/4 - 500 ct,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,43.95,42,12362,2015-11-13,Hynap Napkins¿ Disp 332-01 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,27.99,42,12842,2015-07-13,Infinity Instruments Bogart Wall Clock, Polished Silver Case, 12"Dia,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,18.65,42,13360,2015-07-10,Pad, Writing, Staples  100% Recycled, 5" x 8", White, Perforated, Narrow Ruled, 12/Pack,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,43.95,42,12362,2015-07-13,Hynap Napkins¿ Disp 332-01 1000 cs,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,89.5,42,12362,2015-07-13,Deli wrap 12X10 3/4 - 500 ct,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,10.22,42,12761,2015-05-01,Workmans Comp Excess - DEM Administration, ,73101,505201,1101,,SHARE
LF00123969,C,2015-02-24,0000024756,SERVICEWEAR APPAREL INC,113.01,42,12290,2015-04-02,HS25203BK HORACE SMALL BLACK CARGO SIZE 36 INSEAM 27,MA-758-1100001045,75601,505801,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,299.5,41,12362,2015-11-18,9 " non Compartment plate 500 ct,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,1139,41,12362,2015-11-13,Beef patties- precooked 19#,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,61.18,41,12842,2015-07-13,Smead End-Tab Redrope File Pockets, Letter, 3 1/2" Expansion, 10/Bx,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,1.23,41,13360,2015-07-10,Pad, Staples  Wirebound Spiral Memo Books, Top-Opening, Coll,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,34.95,41,12362,2015-07-13,half size steam table pans 100 cs,588-2013A,75510,707606,1101, ,SHARE
LF00125848,C,2015-04-30,0000002135,LEXINGTON FOODSERVICE,299.5,41,12362,2015-07-13,9 " non Compartment plate 500 ct,588-2013A,75510,707606,1101, ,SHARE
LF00124975,C,2015-04-02,0000019082,ALLIANT INSURANCE SERVICES, INC.,0.08,41,12761,2015-05-01,Workmans comp Excess - ABC Administration, ,73101,505101,1101,,SHARE
LF00123969,C,2015-02-24,0000024756,SERVICEWEAR APPAREL INC,188.35,41,12290,2015-04-02,HS25203BK HORACE SMALL BLACK CARGO SIZE 36 INSEAM 30,MA-758-1100001045,75601,505801,1101,,SHARE
LF00128687,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,329.5,40,12362,2015-11-18,Liquid cooking oil 35#,588-2013A,75510,707606,1101, ,SHARE
LF00128679,D,2015-07-17,0000002135,LEXINGTON FOODSERVICE,63.9,40,12362,2015-11-13,Paper Towel Roll 2 ply 30 ct,588-2013A,75510,707606,1101, ,SHARE
LF00127487,C,2015-06-08,0000025424,STAPLES ADVANTAGE,112.72,40,12842,2015-07-13,Staples® Laminating Pouches, Photo, 5 Mil, 4 1/2" x 6 1/4", 25/Pk,33-2014B,75101,303501,1115, ,SHARE
LF00127097,C,2015-06-03,0000025424,STAPLES ADVANTAGE,8.77,40,13360,2015-07-10,Pad, Post-It 4" x 6" Line-Ruled Pastel Notes, 5/Pack,33-2014B,75101,160705,3160, ,SHARE
LF00126117,C,2015-05-07,0000002135,LEXINGTON FOODSERVICE,349.5,40,12362,2015-07-13,Food tray 2# Red/White 1000 cs,588-2013A,75510,707606,1101, ,SHARE
